Gene.Ontology.ID,Function
GO:0016419,  S-malonyltransferase activity  [isa: 0016417  0016740  0003824  0003674 ]
GO:0016751,  S-succinyltransferase activity  [isa: 0016417  0016740  0003824  0003674 ]
GO:0004149,  dihydrolipoyllysine-residue succinyltransferase activity  [isa: 0016751  0016417  0016740  0003824  0003674 ]
GO:0030523,  dihydrolipoamide S-acyltransferase activity  [isa: 0016417  0016740  0003824  0003674 ]
GO:0016420,  malonyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0016748,  succinyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0019107,  myristoyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0033817,  beta-ketoacyl-acyl-carrier-protein synthase II activity  [isa: 0016740  0003824  0003674 ]
GO:0033818,  beta-ketoacyl-acyl-carrier-protein synthase III activity  [isa: 0016740  0003824  0003674 ]
GO:0033819,  lipoyl [isa: 0016740  0003824  0003674 ]
GO:0043764,  UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0043772,  acyl-phosphate glycerol-3-phosphate acyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0043811,  phosphate:acyl-[acyl carrier protein] acyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0061711,  N [isa: 0016740  0003824  0003674 ]
GO:0071617,  lysophospholipid acyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0042171,  lysophosphatidic acid acyltransferase activity  [isa: 0071617  0016740  0003824  0003674 ]
GO:0102420,  sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0103045,  methione N-acyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0103118,  UDP-3-O- [isa: 0016740  0003824  0003674 ]
GO:0008914,  leucyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0003852,  2-isopropylmalate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0004474,  malate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0036440,  citrate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0004108,  citrate  [isa: 0036440  0016740  0003824  0003674 ]
GO:0008194,  UDP-glycosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008375,  acetylglucosaminyltransferase activity  [isa: 0008194  0016740  0003824  0003674 ]
GO:0050511,  undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity  [isa: 0008375  0008194  0016740  0003824  0003674 ]
GO:0008915,  lipid-A-disaccharide synthase activity  [isa: 0008194  0016740  0003824  0003674 ]
GO:0035250,  UDP-galactosyltransferase activity  [isa: 0008194  0016740  0003824  0003674 ]
GO:0008918,  lipopolysaccharide 3-alpha-galactosyltransferase activity  [isa: 0035250  0008194  0016740  0003824  0003674 ]
GO:0035251,  UDP-glucosyltransferase activity  [isa: 0008194  0016740  0003824  0003674 ]
GO:0004373,  glycogen  [isa: 0035251  0008194  0016740  0003824  0003674 ]
GO:0016760,  cellulose synthase  [isa: 0035251  0008194  0016740  0003824  0003674 ]
GO:0047241,  lipopolysaccharide N-acetylmannosaminouronosyltransferase activity  [isa: 0008194  0016740  0003824  0003674 ]
GO:0008920,  lipopolysaccharide heptosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008933,  lytic transglycosylase activity  [isa: 0016740  0003824  0003674 ]
GO:0008932,  lytic endotransglycosylase activity  [isa: 0008933  0016740  0003824  0003674 ]
GO:0008961,  phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0000030,  mannosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004645,  phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0008184,  glycogen phosphorylase activity  [isa: 0004645  0016740  0003824  0003674 ]
GO:0008378,  galactosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008417,  fucosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008955,  peptidoglycan glycosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0046527,  glucosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0009011,  starch synthase activity  [isa: 0046527  0016740  0003824  0003674 ]
GO:0016759,  cellulose synthase activity  [isa: 0046527  0016740  0003824  0003674 ]
GO:0102250,  linear malto-oligosaccharide phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0102499,  SHG alpha-glucan phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0102500,  beta-maltose 4-alpha-glucanotransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0000107,  imidazoleglycerol-phosphate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0003879,  ATP phosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004044,  amidophosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004048,  anthranilate phosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004514,  nicotinate-nucleotide diphosphorylase  [isa: 0016740  0003824  0003674 ]
GO:0004588,  orotate phosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004731,  purine-nucleoside phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0004845,  uracil phosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004850,  uridine phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0008479,  queuine tRNA-ribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008939,  nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0009032,  thymidine phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0016154,  pyrimidine-nucleoside phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0047975,  guanosine phosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0099621,  undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0103015,  4-amino-4-deoxy-L-arabinose transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0106130,  purine phosphoribosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0003849,  3-deoxy-7-phosphoheptulonate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0003866,  3-phosphoshikimate 1-carboxyvinyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004124,  cysteine synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0004156,  dihydropteroate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0004364,  glutathione transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004478,  methionine adenosyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004659,  prenyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0002094,  polyprenyltransferase activity  [isa: 0004659  0016740  0003824  0003674 ]
GO:0004311,  farnesyltranstransferase activity  [isa: 0004659  0016740  0003824  0003674 ]
GO:0106141,  flavin prenyltransferase activity  [isa: 0004659  0016740  0003824  0003674 ]
GO:0004766,  spermidine synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0004789,  thiamine-phosphate diphosphorylase activity  [isa: 0016740  0003824  0003674 ]
GO:0008676,  3-deoxy-8-phosphooctulonate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0008760,  UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008987,  quinolinate synthetase A activity  [isa: 0016740  0003824  0003674 ]
GO:0052381,  tRNA dimethylallyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008483,  transaminase activity  [isa: 0016740  0003824  0003674 ]
GO:0003867,  4-aminobutyrate transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0003992,  N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0004015,  adenosylmethionine-8-amino-7-oxononanoate transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0004084,  branched-chain-amino-acid transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0004400,  histidinol-phosphate transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0004648,  O-phospho-L-serine:2-oxoglutarate aminotransferase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0009016,  succinyldiaminopimelate transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0043825,  succinylornithine transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0047304,  2-aminoethylphosphonate-pyruvate transaminase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0070548,  L-glutamine aminotransferase activity  [isa: 0008483  0016740  0003824  0003674 ]
GO:0099620,  UDP-4-amino-4-deoxy-L-arabinose aminotransferase  [isa: 0008483  0016740  0003824  0003674 ]
GO:0033856,  pyridoxine 5'-phosphate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0016301,  kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0001727,  lipid kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0003951,  NAD+ kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0003991,  acetylglutamate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004020,  adenylylsulfate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004140,  dephospho-CoA kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004143,  diacylglycerol kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004370,  glycerol kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004417,  hydroxyethylthiazole kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004594,  pantothenate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004618,  phosphoglycerate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004672,  protein kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004673,  protein histidine kinase activity  [isa: 0004672  0016301  0016740  0003824  0003674 ]
GO:0000155,  phosphorelay sensor kinase activity  [isa: 0004673  0004672  0016301  0016740  0003824  0003674 ]
GO:0004674,  protein serine/threonine kinase activity  [isa: 0004672  0016301  0016740  0003824  0003674 ]
GO:0008772,  [isocitrate dehydrogenase  [isa: 0004672  0016301  0016740  0003824  0003674 ]
GO:0009927,  histidine phosphotransfer kinase activity  [isa: 0004672  0016301  0016740  0003824  0003674 ]
GO:0004765,  shikimate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008478,  pyridoxal kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008531,  riboflavin kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008776,  acetate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008804,  carbamate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008887,  glycerate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008972,  phosphomethylpyrimidine kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008974,  phosphoribulokinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008976,  polyphosphate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0008980,  propionate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0009029,  tetraacyldisaccharide 4'-kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0009030,  thiamine-phosphate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0019165,  thiamine kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0019200,  carbohydrate kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0019202,  amino acid kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0019205,  nucleobase-containing compound kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0043752,  adenosylcobinamide kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0046316,  gluconokinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0050515,  4- [isa: 0016301  0016740  0003824  0003674 ]
GO:0071518,  autoinducer-2 kinase activity  [isa: 0016301  0016740  0003824  0003674 ]
GO:0004335,  galactokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004396,  hexokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004413,  homoserine kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004743,  pyruvate kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004747,  ribokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004856,  xylulokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0008443,  phosphofructokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0008671,  2-dehydro-3-deoxygalactonokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0008737,  L-fuculokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0008741,  ribulokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0008982,  protein-N [isa: 0016740  0003824  0003674 ]
GO:0022872,  protein-N [isa: 0008982  0016740  0003824  0003674 ]
GO:0022877,  protein-N [isa: 0008982  0016740  0003824  0003674 ]
GO:0008993,  rhamnulokinase activity  [isa: 0016740  0003824  0003674 ]
GO:0009384,  N-acylmannosamine kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004072,  aspartate kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0004349,  glutamate 5-kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0008965,  phosphoenolpyruvate-protein phosphotransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004550,  nucleoside diphosphate kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0050145,  nucleoside monophosphate kinase activity  [isa: 0016740  0003824  0003674 ]
GO:0016778,  diphosphotransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0003848,  2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity  [isa: 0016778  0016740  0003824  0003674 ]
GO:0004749,  ribose phosphate diphosphokinase activity  [isa: 0016778  0016740  0003824  0003674 ]
GO:0016779,  nucleotidyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004654,  polyribonucleotide nucleotidyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0008879,  glucose-1-phosphate thymidylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0009022,  tRNA nucleotidyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0016979,  lipoate-protein ligase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0034061,  DNA polymerase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0003887,  DNA-directed DNA polymerase activity  [isa: 0034061  0016779  0016740  0003824  0003674 ]
GO:0034068,  aminoglycoside nucleotidyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0052927,  CTP:tRNA cytidylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0052928,  CTP:3'-cytidine-tRNA cytidylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0061710,  L-threonylcarbamoyladenylate synthase  [isa: 0016779  0016740  0003824  0003674 ]
GO:0070566,  adenylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0070567,  cytidylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0070568,  guanylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0070569,  uridylyltransferase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0097747,  RNA polymerase activity  [isa: 0016779  0016740  0003824  0003674 ]
GO:0034062,  5'-3' RNA polymerase activity  [isa: 0097747  0016779  0016740  0003824  0003674 ]
GO:0003899,  DNA-directed 5'-3' RNA polymerase activity  [isa: 0034062  0097747  0016779  0016740  0003824  0003674 ]
GO:0008818,  cobalamin 5'-phosphate synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0008897,  holo-[acyl-carrier-protein] synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0008963,  phospho-N-acetylmuramoyl-pentapeptide-transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0017169,  CDP-alcohol phosphatidyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0030572,  phosphatidyltransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0036380,  UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0046917,  triphosphoribosyl-dephospho-CoA synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0051073,  adenosylcobinamide-GDP ribazoletransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008146,  sulfotransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004062,  aryl sulfotransferase activity  [isa: 0008146  0016740  0003824  0003674 ]
GO:0047686,  arylsulfate sulfotransferase activity  [isa: 0008146  0016740  0003824  0003674 ]
GO:0008410,  CoA-transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0008775,  acetate CoA-transferase activity  [isa: 0008410  0016740  0003824  0003674 ]
GO:0008814,  citrate CoA-transferase activity  [isa: 0008410  0016740  0003824  0003674 ]
GO:0016783,  sulfurtransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004076,  biotin synthase activity  [isa: 0016783  0016740  0003824  0003674 ]
GO:0004792,  thiosulfate sulfurtransferase activity  [isa: 0016783  0016740  0003824  0003674 ]
GO:0016992,  lipoate synthase activity  [isa: 0016783  0016740  0003824  0003674 ]
GO:0031071,  cysteine desulfurase activity  [isa: 0016783  0016740  0003824  0003674 ]
GO:0035596,  methylthiotransferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004125,  L-seryl-tRNASec selenium transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0043828,  tRNA 2-selenouridine synthase activity  [isa: 0016740  0003824  0003674 ]
GO:0019787,  ubiquitin-like protein transferase activity  [isa: 0016740  0003824  0003674 ]
GO:0004842,  ubiquitin-protein transferase activity  [isa: 0019787  0016740  0003824  0003674 ]
GO:0016787,  hydrolase activity  [isa: 0003824  0003674 ]
GO:0008233,  peptidase activity  [isa: 0016787  0003824  0003674 ]
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ]
GO:0004519,  endonuclease activity  [isa: 0004518  0016787  0003824  0003674 ]
GO:0004527,  exonuclease activity  [isa: 0004518  0016787  0003824  0003674 ]
